Archivo;Linea;NombreAntiguo;NombreNuevo;Texto
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.dfm";2733;"ID_CONSOLIDACION";"ID_FACCON";"'  ID_CONSOLIDACION = :Old_ID_CONSOLIDACION'"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.dfm";2737;"SERIE_FACTURA_CONSOLIDACION";"SERIE_FAC_FACCON";"'SELECT ID_CONSOLIDACION, SERIE_FACTURA_CONSOLIDACION, NRO_FACTUR' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.dfm";2737;"ID_CONSOLIDACION";"ID_FACCON";"'SELECT ID_CONSOLIDACION, SERIE_FACTURA_CONSOLIDACION, NRO_FACTUR' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.dfm";2738;"REQUEST_ID_CONSOLIDACION";"REQUEST_ID_CONSOLIDACION_FACCON";"'A_CONSOLIDACION, REQUEST_ID_CONSOLIDACION, QUEUE_ID_CONSOLIDACIO' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.dfm";2739;"QUEUE_ID_CANCEL_CONSOLIDACION";"QUEUE_ID_CANCEL_FACCON";"'N, QUEUE_ID_CANCEL_CONSOLIDACION, ISSUER_IRS_ID_CONSOLIDACION, I' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.dfm";2739;"ISSUER_IRS_ID_CONSOLIDACION";"ISSUER_IRS_ID_CONSOLIDACION_FACCON";"'N, QUEUE_ID_CANCEL_CONSOLIDACION, ISSUER_IRS_ID_CONSOLIDACION, I' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.dfm";2740;"CHAIN_NUMBER_CONSOLIDACION";"CHAIN_NUMBER_FACCON";"'SSUED_TIME_CONSOLIDACION, CHAIN_NUMBER_CONSOLIDACION, CHAIN_HASH' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.dfm";2741;"VERIFACTU_URL_CONSOLIDACION";"VERIFACTU_URL_FACCON";"'_CONSOLIDACION, VERIFACTU_URL_CONSOLIDACION, QRCODE_BASE64_CONSO' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.dfm";2742;"QRCODE_PNG_CONSOLIDACION";"QRCODE_PNG_FACCON";"'LIDACION, QRCODE_PNG_CONSOLIDACION, FECHA_PROCESAMIENTO_CONSOLID' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.dfm";2743;"RESPUESTA_COMPLETA_CONSOLIDACION";"RESPUESTA_COMPLETA_FACCON";"'ACION, ESTADO_CONSOLIDACION, RESPUESTA_COMPLETA_CONSOLIDACION, P' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.dfm";2743;"ESTADO_CONSOLIDACION";"ESTADO_FACCON";"'ACION, ESTADO_CONSOLIDACION, RESPUESTA_COMPLETA_CONSOLIDACION, P' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.dfm";2746;"ID_CONSOLIDACION";"ID_FACCON";"'  ID_CONSOLIDACION = :ID_CONSOLIDACION')"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.dfm";2746;"ID_CONSOLIDACION";"ID_FACCON";"'  ID_CONSOLIDACION = :ID_CONSOLIDACION')"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.dfm";2752;"NRO_FACTURA_CONSOLIDACION";"NUMERO_FAC_FACCON";"'WHERE NRO_FACTURA_CONSOLIDACION = :NRO_FACTURA'"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.dfm";2752;"NRO_FACTURA";"NUMERO_FAC";"'WHERE NRO_FACTURA_CONSOLIDACION = :NRO_FACTURA'"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.dfm";2753;"SERIE_FACTURA_CONSOLIDACION";"SERIE_FAC_FACCON";"'AND SERIE_FACTURA_CONSOLIDACION = :SERIE_FACTURA'"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.dfm";2753;"SERIE_FACTURA";"SERIE_FAC";"'AND SERIE_FACTURA_CONSOLIDACION = :SERIE_FACTURA'"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.dfm";2754;"ID_CONSOLIDACION";"ID_FACCON";"'ORDER BY ID_CONSOLIDACION DESC')"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.dfm";2756;"SERIE_FACTURA";"SERIE_FAC";"MasterFields = 'SERIE_FACTURA;NRO_FACTURA'"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.dfm";2756;"NRO_FACTURA";"NUMERO_FAC";"MasterFields = 'SERIE_FACTURA;NRO_FACTURA'"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.dfm";2757;"NRO_FACTURA_CONSOLIDACION";"NUMERO_FAC_FACCON";"DetailFields = 'ID_CONSOLIDACION;NRO_FACTURA_CONSOLIDACION'"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.dfm";2757;"ID_CONSOLIDACION";"ID_FACCON";"DetailFields = 'ID_CONSOLIDACION;NRO_FACTURA_CONSOLIDACION'"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.dfm";2764;"NRO_FACTURA";"NUMERO_FAC";"Name = 'NRO_FACTURA'"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.dfm";2770;"SERIE_FACTURA";"SERIE_FAC";"Name = 'SERIE_FACTURA'"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.dfm";2787;"SERIE_FACTURA";"SERIE_FAC";"MasterFields = 'NRO_FACTURA;SERIE_FACTURA'"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.dfm";2787;"NRO_FACTURA";"NUMERO_FAC";"MasterFields = 'NRO_FACTURA;SERIE_FACTURA'"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.dfm";2788;"SERIE_FACTURA_LOG";"SERIE_FAC_LOG";"DetailFields = 'NRO_FACTURA_LOG;SERIE_FACTURA_LOG'"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.dfm";2788;"NRO_FACTURA_LOG";"NUMERO_FAC_LOG";"DetailFields = 'NRO_FACTURA_LOG;SERIE_FACTURA_LOG'"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.dfm";2796;"NRO_FACTURA";"NUMERO_FAC";"Name = 'NRO_FACTURA'"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.dfm";2802;"SERIE_FACTURA";"SERIE_FAC";"Name = 'SERIE_FACTURA'"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.pas";134;"EMPRESA_CONTADOR";"EMPRESA_CON";"SQL.Text :=   'SELECT EMPRESA_CONTADOR ' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.pas";136;"SERIE_CONTADOR";"SERIE_CON";"' WHERE SERIE_CONTADOR = :Serie ' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.pas";137;"TIPODOC_CONTADOR";"TIPO_DOC_CON";"'   AND TIPODOC_CONTADOR = :TipoDoc ' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.pas";138;"EMPRESA_CONTADOR";"EMPRESA_CON";"'   AND EMPRESA_CONTADOR <> :Empresa ' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.pas";139;"EMPRESA_CONTADOR";"EMPRESA_CON";"'   AND EMPRESA_CONTADOR <> '+QuotedStr('-');"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.pas";146;"EMPRESA_CONTADOR";"EMPRESA_CON";"sResul := FieldByName('EMPRESA_CONTADOR').AsString;"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.pas";170;"EMPRESADEF_USUARIO";"EMPRESA_DEFECTO_USU";"SQL.Text := 'SELECT EMPRESADEF_USUARIO ' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.pas";172;"USUARIO_USUARIO";"USUARIO_USU";"' WHERE USUARIO_USUARIO = :Usuario ';"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.pas";177;"EMPRESADEF_USUARIO";"EMPRESA_DEFECTO_USU";"sResul := FieldByName('EMPRESADEF_USUARIO').AsString;"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.pas";193;"SERIE_CONTADOR_CLIENTE";"SERIE_CON_CLI";"SQL.Text := 'SELECT SERIE_CONTADOR_CLIENTE AS SERIE_CONTADOR ' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.pas";193;"SERIE_CONTADOR";"SERIE_CON";"SQL.Text := 'SELECT SERIE_CONTADOR_CLIENTE AS SERIE_CONTADOR ' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.pas";195;"SERIE_CONTADOR_CLIENTE";"SERIE_CON_CLI";"' WHERE (SERIE_CONTADOR_CLIENTE IS NOT NULL      ' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.pas";196;"SERIE_CONTADOR_CLIENTE";"SERIE_CON_CLI";"'        AND SERIE_CONTADOR_CLIENTE <> '''')     ' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.pas";197;"CODIGO_CLIENTE";"CODIGO_CLI";"'   AND CODIGO_CLIENTE = :CLIENTE                ' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.pas";199;"SERIE_CONTADOR";"SERIE_CON";"'SELECT SERIE_SERIE AS SERIE_CONTADOR            ' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.pas";199;"SERIE_SERIE";"EMPSER";"'SELECT SERIE_SERIE AS SERIE_CONTADOR            ' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.pas";201;"CODIGO_EMPRESA_SERIE";"CODIGO_EMP_EMPSER";"' WHERE CODIGO_EMPRESA_SERIE = :EMPRESA          ' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.pas";202;"FECHA_DESDE_SERIE";"FECHA_DESDE_EMPSER";"'   AND (FECHA_DESDE_SERIE <= :FECHA             ' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.pas";203;"FECHA_HASTA_SERIE";"FECHA_HASTA_EMPSER";"'        AND (FECHA_HASTA_SERIE >= :FECHA        ' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.pas";204;"FECHA_HASTA_SERIE";"FECHA_HASTA_EMPSER";"'             OR FECHA_HASTA_SERIE IS NULL ))    ' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.pas";206;"SERIE_CONTADOR";"SERIE_CON";"'SELECT SERIE_CONTADOR AS SERIE_CONTADOR         ' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.pas";206;"SERIE_CONTADOR";"SERIE_CON";"'SELECT SERIE_CONTADOR AS SERIE_CONTADOR         ' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.pas";208;"ACTIVO_CONTADOR";"ESACTIVO_CON";"' WHERE ACTIVO_CONTADOR = ''S''                  ' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.pas";209;"EMPRESA_CONTADOR";"EMPRESA_CON";"'   AND EMPRESA_CONTADOR = :EMPRESA              ';"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.pas";232;"GRUPO_ZONA_IVA";"IVA_IVAGRP";"' WHERE GRUPO_ZONA_IVA = :grupo ' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.pas";238;"FECHA_FACTURA";"FECHA_FAC";"unqryT.FieldByName('FECHA_FACTURA').AsDateTime;"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.pas";240;"FECHA_FACTURA";"FECHA_FAC";"unqryT.FieldByName('FECHA_FACTURA').AsDateTime;"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.pas";244;"PORCEN_IVAN_FACTURA";"PORCENTAJE_IVAN_FAC";"unqryT.FindField('PORCEN_IVAN_FACTURA').AsString :="
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.pas";245;"PORCENNORMAL_IVA";"PORCENTAJE_NORMAL_IVA";"FieldByName('PORCENNORMAL_IVA').AsString;"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.pas";246;"PORCEN_REN_FACTURA";"PORCENTAJE_REN_FAC";"unqryT.FindField('PORCEN_REN_FACTURA').AsString :="
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.pas";247;"PORCENNORMAL_RE_IVA";"PORCENTAJE_NORMAL_RE_IVA";"FieldByName('PORCENNORMAL_RE_IVA').AsString;"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.pas";248;"PORCEN_IVAR_FACTURA";"PORCENTAJE_IVAR_FAC";"unqryT.FindField('PORCEN_IVAR_FACTURA').AsString :="
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.pas";249;"PORCENREDUCIDO_IVA";"PORCENTAJE_REDUCIDO_IVA";"FieldByName('PORCENREDUCIDO_IVA').AsString;"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.pas";250;"PORCEN_RER_FACTURA";"PORCENTAJE_RER_FAC";"unqryT.FindField('PORCEN_RER_FACTURA').AsString :="
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.pas";251;"PORCENREDUCIDO_RE_IVA";"PORCENTAJE_REDUCIDO_RE_IVA";"FieldByName('PORCENREDUCIDO_RE_IVA').AsString;"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.pas";252;"PORCEN_IVAS_FACTURA";"PORCENTAJE_IVAS_FAC";"unqryT.FindField('PORCEN_IVAS_FACTURA').AsString :="
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.pas";253;"PORCENSUPERREDUCIDO_IVA";"PORCENTAJE_SUPERREDUCIDO_IVA";"FieldByName('PORCENSUPERREDUCIDO_IVA').AsString;"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.pas";254;"PORCEN_RES_FACTURA";"PORCENTAJE_RES_FAC";"unqryT.FindField('PORCEN_RES_FACTURA').AsString :="
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.pas";255;"PORCENSUPERREDUCIDO_RE_IVA";"PORCENTAJE_SUPERREDUCIDO_RE_IVA";"FieldByName('PORCENSUPERREDUCIDO_RE_IVA').AsString;"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.pas";256;"PORCEN_IVAE_FACTURA";"PORCENTAJE_IVAE_FAC";"unqryT.FindField('PORCEN_IVAE_FACTURA').AsString :="
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.pas";257;"PORCENEXENTO_IVA";"PORCENTAJE_EXENTO_IVA";"FieldByName('PORCENEXENTO_IVA').AsString;"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.pas";258;"PORCEN_REE_FACTURA";"PORCENTAJE_REE_FAC";"unqryT.FindField('PORCEN_REE_FACTURA').AsString :="
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.pas";259;"PORCENEXENTO_RE_IVA";"PORCENTAJE_EXENTO_RE_IVA";"FieldByName('PORCENEXENTO_RE_IVA').AsString;"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.pas";260;"ESIRPF_IMP_INCL_ZONA_IVA_FACTURA";"ESIRPF_IMP_INCL_ZONA_IVA_FAC";"unqryT.FindField('ESIRPF_IMP_INCL_ZONA_IVA_FACTURA').AsString :="
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.pas";261;"ESIRPF_IMP_INCL_ZONA_IVA";"ESIRPF_IMP_INCL_IVA_IVAGRP";"FieldByName('ESIRPF_IMP_INCL_ZONA_IVA').AsString;"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.pas";262;"ESAPLICA_RE_ZONA_IVA_FACTURA";"ESAPLICA_RE_ZONA_IVA_FAC";"unqryT.FindField('ESAPLICA_RE_ZONA_IVA_FACTURA').AsString :="
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.pas";263;"ESAPLICA_RE_ZONA_IVA";"ESAPLICA_RE_IVA_IVAGRP";"FieldByName('ESAPLICA_RE_ZONA_IVA').AsString;"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.pas";264;"CODIGO_IVA_FACTURA";"CODIGO_IVA_FAC";"unqryT.FindField('CODIGO_IVA_FACTURA').AsString :="
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.pas";266;"ESIVAAGRICOLA_ZONA_IVA_FACTURA";"ESIVAAGRICOLA_ZONA_IVA_FAC";"unqryT.FindField('ESIVAAGRICOLA_ZONA_IVA_FACTURA').AsString :="
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.pas";267;"ESIVAAGRICOLA_ZONA_IVA";"ESIVAAGRICOLA_IVA_IVAGRP";"FieldByName('ESIVAAGRICOLA_ZONA_IVA').AsString;"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.pas";268;"PALABRA_REPORTS_ZONA_IVA_FACTURA";"PALABRA_REPORTS_ZONA_IVA_FAC";"unqryT.FindField('PALABRA_REPORTS_ZONA_IVA_FACTURA').AsString :="
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.pas";269;"PALABRA_REPORTS_ZONA_IVA";"PALABRA_REPORTS_IVA_IVAGRP";"FieldByName('PALABRA_REPORTS_ZONA_IVA').AsString;"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.pas";285;"CODIGO_CLIENTE";"CODIGO_CLI";"' WHERE CODIGO_CLIENTE = :cliente';"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.pas";306;"SERIE_FACTURA";"SERIE_FAC";"//                          unqryTablaG.FieldByName('SERIE_FACTURA').AsString;"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.pas";308;"NRO_FACTURA";"NUMERO_FAC";"//                            unqryTablaG.FieldByName('NRO_FACTURA').AsString;"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.pas";357;"CODIGO_EMPRESA_RETENCION";"CODIGO_EMP_EMPRET";"' WHERE CODIGO_EMPRESA_RETENCION = :empresa ' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.pas";358;"FECHA_DESDE_RETENCION";"FECHA_DESDE_EMPRET";"'   AND FECHA_DESDE_RETENCION <= :fecha ' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.pas";359;"FECHA_HASTA_RETENCION";"FECHA_HASTA_EMPRET";"'   AND (    FECHA_HASTA_RETENCION >= :fecha ' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.pas";360;"FECHA_HASTA_RETENCION";"FECHA_HASTA_EMPRET";"'         OR FECHA_HASTA_RETENCION IS NULL)' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.pas";363;"CODIGO_EMPRESA_FACTURA";"CODIGO_EMP_FAC";"FindField('CODIGO_EMPRESA_FACTURA').AsString;"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.pas";365;"FECHA_FACTURA";"FECHA_FAC";"FieldByName('FECHA_FACTURA').AsDateTime;"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.pas";370;"PORCEN_RETENCION_FACTURA";"PORCENTAJE_RETENCION_FAC";"if (FindField('PORCEN_RETENCION_FACTURA').AsFloat = 0) then"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.pas";371;"PORCEN_RETENCION_FACTURA";"PORCENTAJE_RETENCION_FAC";"FindField('PORCEN_RETENCION_FACTURA').AsFloat :="
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.pas";372;"PORCENRETENCION_RETENCION";"PORCENTAJE_EMPRET";"unqrySol.FindField('PORCENRETENCION_RETENCION').AsFloat;"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.pas";392;"CODIGO_ARTICULO_FACTURA_LINEA";"CODIGO_ART_FACLIN";"FindField('CODIGO_ARTICULO_FACTURA_LINEA').AsString :="
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.pas";393;"CODIGO_ARTICULO";"CODIGO_ART";"DataSet.FindField('CODIGO_ARTICULO').AsString;"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.pas";394;"TIPO_CANTIDAD_ARTICULO_FACTURA_LINEA";"TIPO_CANTIDAD_ARTICULO_FACLIN";"FindField('TIPO_CANTIDAD_ARTICULO_FACTURA_LINEA').AsString :="
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.pas";395;"TIPO_CANTIDAD_ARTICULO";"TIPO_CANTIDAD_ART";"DataSet.FindField('TIPO_CANTIDAD_ARTICULO').AsString;"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.pas";396;"DESCRIPCION_ARTICULO_FACTURA_LINEA";"DESCRIPCION_ARTICULO_FACLIN";"FindField('DESCRIPCION_ARTICULO_FACTURA_LINEA').AsString :="
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.pas";397;"DESCRIPCION_ARTICULO";"DESCRIPCION_ART";"DataSet.FindField('DESCRIPCION_ARTICULO').AsString;"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.pas";398;"TIPOIVA_ARTICULO_FACTURA_LINEA";"TIPO_IVA_ARTICULO_FACLIN";"FindField('TIPOIVA_ARTICULO_FACTURA_LINEA').AsString :="
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.pas";399;"TIPOIVA_ARTICULO";"TIPO_IVA_ART";"DataSet.FindField('TIPOIVA_ARTICULO').AsString;"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.pas";400;"TIPOIVA_ARTICULO";"TIPO_IVA_ART";"sPpTipoIVA :=  DataSet.FindField('TIPOIVA_ARTICULO').AsString;"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.pas";403;"PORCEN_IVAN_FACTURA";"PORCENTAJE_IVAN_FAC";"0: iPorcen := unqryTablaG.FindField('PORCEN_IVAN_FACTURA').AsInteger;"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.pas";404;"PORCEN_IVAR_FACTURA";"PORCENTAJE_IVAR_FAC";"1: iPorcen := unqryTablaG.FindField('PORCEN_IVAR_FACTURA').AsInteger;"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.pas";405;"PORCEN_IVAS_FACTURA";"PORCENTAJE_IVAS_FAC";"2: iPorcen := unqryTablaG.FindField('PORCEN_IVAS_FACTURA').AsInteger;"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.pas";406;"PORCEN_IVAE_FACTURA";"PORCENTAJE_IVAE_FAC";"3: iPorcen := unqryTablaG.FindField('PORCEN_IVAE_FACTURA').AsInteger;"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.pas";409;"CODIGO_TARIFA_FACTURA_LINEA";"CODIGO_TAR_FACLIN";"FindField('CODIGO_TARIFA_FACTURA_LINEA').AsString :="
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.pas";410;"TARIFA_ARTICULO_CLIENTE_FACTURA";"TARIFA_ARTICULO_CLIENTE_FAC";"unqryTablaG.FindField('TARIFA_ARTICULO_CLIENTE_FACTURA').AsString;"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.pas";411;"ESIMP_INCL_TARIFA_FACTURA_LINEA";"ESIMP_INCL_TARIFA_FACLIN";"FindField('ESIMP_INCL_TARIFA_FACTURA_LINEA').AsString :="
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.pas";412;"ESIMP_INCL_TARIFA_CLIENTE_FACTURA";"ESIMP_INCL_TARIFA_CLIENTE_FAC";"unqryTablaG.FindField('ESIMP_INCL_TARIFA_CLIENTE_FACTURA').AsString;"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.pas";413;"CODIGO_FAMILIA_FACTURA_LINEA";"CODIGO_FAM_FACLIN";"FindField('CODIGO_FAMILIA_FACTURA_LINEA').AsString :="
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.pas";414;"CODIGO_FAMILIA_ARTICULO";"CODIGO_FAM_ART";"DataSet.FindField('CODIGO_FAMILIA_ARTICULO').AsString;"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.pas";415;"NOMBRE_FAMILIA_FACTURA_LINEA";"NOMBRE_FAM_FACLIN";"FindField('NOMBRE_FAMILIA_FACTURA_LINEA').AsString :="
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.pas";416;"DESCRIPCION_FAMILIA";"DESCRIPCION_FAM";"DataSet.FindField('DESCRIPCION_FAMILIA').AsString;"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.pas";417;"ESPROVEEDORPRINCIPAL_FACTURA_LINEA";"ESPROVEEDORPRINCIPAL_FACLIN";"FindField('ESPROVEEDORPRINCIPAL_FACTURA_LINEA').AsString :="
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.pas";419;"CODIGO_PROVEEDOR_FACTURA_LINEA";"CODIGO_PRV_FACLIN";"FindField('CODIGO_PROVEEDOR_FACTURA_LINEA').AsString :="
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.pas";420;"CODIGO_PROVEEDOR";"CODIGO_PRV";"DataSet.FindField('CODIGO_PROVEEDOR').AsString;"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.pas";421;"RAZONSOCIAL_PROVEEDOR_FACTURA_LINEA";"RAZON_SOCIAL_PROVEEDOR_FACLIN";"FindField('RAZONSOCIAL_PROVEEDOR_FACTURA_LINEA').AsString :="
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataFacturas.pas";423;"PRECIO_ULT_COMPRA_FACTURA_LINEA";"PRECIO_ULT_COMPRA_FACLIN";"FindField('PRECIO_ULT_COMPRA_FACTURA_LINEA').AsString :="
