# Informe de auditoría (pasada B - revisar manualmente)
# Generado: 2026-05-04 08:53:25
# Total ocurrencias: 7026
# Formato: ARCHIVO | LINEA | OLD -> NEW | CONTEXTO | MOTIVO | TEXTO

C:\DISCO_DURO\proyectos\Factuzam\src\Core\inMtoAppParam.pas | 409 | KEY_PERFILES -> KEY_USUPER | SUBKEY_PERFILES | prefijo | SubKey   := qry.FieldByName('SUBKEY_PERFILES').AsString;
C:\DISCO_DURO\proyectos\Factuzam\src\Forms\inMtoFacturas.dfm | 410 | TOTAL_RETENCION_FACTURA -> TOTAL_RETENCION_FAC | cxgrdbclmnGrdDBTabPrinTOTAL_RETENCION_FACTURA | prefijo | object cxgrdbclmnGrdDBTabPrinTOTAL_RETENCION_FACTURA: TcxGridDBColumn
C:\DISCO_DURO\proyectos\Factuzam\src\Forms\inMtoFacturas.dfm | 416 | NRO_FACTURA_ABONO_FACTURA -> NUMERO_FAC_ABONO_FAC | cxgrdbclmnGrdDBTabPrinNRO_FACTURA_ABONO_FACTURA | prefijo | object cxgrdbclmnGrdDBTabPrinNRO_FACTURA_ABONO_FACTURA: TcxGridDBColumn
C:\DISCO_DURO\proyectos\Factuzam\src\Forms\inMtoFacturas.dfm | 416 | NRO_FACTURA -> NUMERO_FAC | cxgrdbclmnGrdDBTabPrinNRO_FACTURA_ABONO_FACTURA | prefijo+sufijo | object cxgrdbclmnGrdDBTabPrinNRO_FACTURA_ABONO_FACTURA: TcxGridDBColumn
C:\DISCO_DURO\proyectos\Factuzam\src\Forms\inMtoFacturas.dfm | 418 | NRO_FACTURA -> NUMERO_FAC | NRO_FACTURA_ABONO_FACTURA | sufijo | DataBinding.FieldName = 'NRO_FACTURA_ABONO_FACTURA'
C:\DISCO_DURO\proyectos\Factuzam\src\Forms\inMtoFacturas.dfm | 422 | SERIE_FACTURA_ABONO_FACTURA -> SERIE_FAC_ABONO_FAC | cxgrdbclmnGrdDBTabPrinSERIE_FACTURA_ABONO_FACTURA | prefijo | object cxgrdbclmnGrdDBTabPrinSERIE_FACTURA_ABONO_FACTURA: TcxGridDBColumn
C:\DISCO_DURO\proyectos\Factuzam\src\Forms\inMtoFacturas.dfm | 422 | SERIE_FACTURA -> SERIE_FAC | cxgrdbclmnGrdDBTabPrinSERIE_FACTURA_ABONO_FACTURA | prefijo+sufijo | object cxgrdbclmnGrdDBTabPrinSERIE_FACTURA_ABONO_FACTURA: TcxGridDBColumn
C:\DISCO_DURO\proyectos\Factuzam\src\Forms\inMtoFacturas.dfm | 424 | SERIE_FACTURA -> SERIE_FAC | SERIE_FACTURA_ABONO_FACTURA | sufijo | DataBinding.FieldName = 'SERIE_FACTURA_ABONO_FACTURA'
C:\DISCO_DURO\proyectos\Factuzam\src\Forms\inMtoFacturas.dfm | 428 | DOCUMENTO_FACTURA -> DOCUMENTO_FAC | cxgrdbclmnGrdDBTabPrinDOCUMENTO_FACTURA | prefijo | object cxgrdbclmnGrdDBTabPrinDOCUMENTO_FACTURA: TcxGridDBColumn
C:\DISCO_DURO\proyectos\Factuzam\src\Forms\inMtoFacturas.dfm | 432 | COMENTARIOS_FACTURA -> COMENTARIOS_FAC | cxgrdbclmnGrdDBTabPrinCOMENTARIOS_FACTURA | prefijo | object cxgrdbclmnGrdDBTabPrinCOMENTARIOS_FACTURA: TcxGridDBColumn
C:\DISCO_DURO\proyectos\Factuzam\src\Forms\inMtoFacturas.dfm | 438 | TEXTO_LEGAL_FACTURA_EMPRESA_FACTURA -> TEXTO_LEGAL_EMPRESA_FAC | cxgrdbclmnGrdDBTabPrinTEXTO_LEGAL_FACTURA_EMPRESA_FACTURA | prefijo | object cxgrdbclmnGrdDBTabPrinTEXTO_LEGAL_FACTURA_EMPRESA_FACTURA: TcxGridDBColumn
C:\DISCO_DURO\proyectos\Factuzam\src\Forms\inMtoFacturas.dfm | 438 | TEXTO_LEGAL_FACTURA_EMPRESA -> TEXTO_LEGAL_FACTURA_EMP | cxgrdbclmnGrdDBTabPrinTEXTO_LEGAL_FACTURA_EMPRESA_FACTURA | prefijo+sufijo | object cxgrdbclmnGrdDBTabPrinTEXTO_LEGAL_FACTURA_EMPRESA_FACTURA: TcxGridDBColumn
C:\DISCO_DURO\proyectos\Factuzam\src\Forms\inMtoFacturas.dfm | 440 | TEXTO_LEGAL_FACTURA_EMPRESA -> TEXTO_LEGAL_FACTURA_EMP | TEXTO_LEGAL_FACTURA_EMPRESA_FACTURA | sufijo | DataBinding.FieldName = 'TEXTO_LEGAL_FACTURA_EMPRESA_FACTURA'
C:\DISCO_DURO\proyectos\Factuzam\src\Forms\inMtoFacturas.dfm | 444 | TEXTO_LEGAL_FACTURA_CLIENTE_FACTURA -> TEXTO_LEGAL_CLIENTE_FAC | cxgrdbclmnGrdDBTabPrinTEXTO_LEGAL_FACTURA_CLIENTE_FACTURA | prefijo | object cxgrdbclmnGrdDBTabPrinTEXTO_LEGAL_FACTURA_CLIENTE_FACTURA: TcxGridDBColumn
C:\DISCO_DURO\proyectos\Factuzam\src\Forms\inMtoFacturas.dfm | 444 | TEXTO_LEGAL_FACTURA_CLIENTE -> TEXTO_LEGAL_FACTURA_CLI | cxgrdbclmnGrdDBTabPrinTEXTO_LEGAL_FACTURA_CLIENTE_FACTURA | prefijo+sufijo | object cxgrdbclmnGrdDBTabPrinTEXTO_LEGAL_FACTURA_CLIENTE_FACTURA: TcxGridDBColumn
C:\DISCO_DURO\proyectos\Factuzam\src\Forms\inMtoFacturas.dfm | 446 | TEXTO_LEGAL_FACTURA_CLIENTE -> TEXTO_LEGAL_FACTURA_CLI | TEXTO_LEGAL_FACTURA_CLIENTE_FACTURA | sufijo | DataBinding.FieldName = 'TEXTO_LEGAL_FACTURA_CLIENTE_FACTURA'
C:\DISCO_DURO\proyectos\Factuzam\src\Forms\inMtoFacturas.dfm | 450 | INSTANTEMODIF -> INSTANTE_MODIF | cxgrdbclmnGrdDBTabPrinINSTANTEMODIF | prefijo | object cxgrdbclmnGrdDBTabPrinINSTANTEMODIF: TcxGridDBColumn
C:\DISCO_DURO\proyectos\Factuzam\src\Forms\inMtoFacturas.dfm | 454 | INSTANTEALTA -> INSTANTE_ALTA | cxgrdbclmnGrdDBTabPrinINSTANTEALTA | prefijo | object cxgrdbclmnGrdDBTabPrinINSTANTEALTA: TcxGridDBColumn
C:\DISCO_DURO\proyectos\Factuzam\src\Forms\inMtoFacturas.dfm | 458 | USUARIOALTA -> USUARIO_ALTA | cxgrdbclmnGrdDBTabPrinUSUARIOALTA | prefijo | object cxgrdbclmnGrdDBTabPrinUSUARIOALTA: TcxGridDBColumn
C:\DISCO_DURO\proyectos\Factuzam\src\Forms\inMtoFacturas.dfm | 462 | USUARIOMODIF -> USUARIO_MODIF | cxgrdbclmnGrdDBTabPrinUSUARIOMODIF | prefijo | object cxgrdbclmnGrdDBTabPrinUSUARIOMODIF: TcxGridDBColumn
C:\DISCO_DURO\proyectos\Factuzam\src\Forms\inMtoFacturas.dfm | 471 | ESIVA_EXENTO_CLIENTE_FACTURA -> ESIVA_EXENTO_CLIENTE_FAC | cxGrdDBTabPrinESIVA_EXENTO_CLIENTE_FACTURA | prefijo | object cxGrdDBTabPrinESIVA_EXENTO_CLIENTE_FACTURA: TcxGridDBColumn
C:\DISCO_DURO\proyectos\Factuzam\src\Forms\inMtoFacturas.dfm | 471 | ESIVA_EXENTO_CLIENTE -> ESIVA_EXENTO_CLI | cxGrdDBTabPrinESIVA_EXENTO_CLIENTE_FACTURA | prefijo+sufijo | object cxGrdDBTabPrinESIVA_EXENTO_CLIENTE_FACTURA: TcxGridDBColumn
C:\DISCO_DURO\proyectos\Factuzam\src\Forms\inMtoFacturas.dfm | 473 | ESIVA_EXENTO_CLIENTE -> ESIVA_EXENTO_CLI | ESIVA_EXENTO_CLIENTE_FACTURA | sufijo | DataBinding.FieldName = 'ESIVA_EXENTO_CLIENTE_FACTURA'
C:\DISCO_DURO\proyectos\Factuzam\src\Forms\inMtoFacturas.dfm | 479 | ESRETENCIONES_CLIENTE_FACTURA -> ESRETENCIONES_CLIENTE_FAC | cxGrdDBTabPrinESRETENCIONES_CLIENTE_FACTURA | prefijo | object cxGrdDBTabPrinESRETENCIONES_CLIENTE_FACTURA: TcxGridDBColumn
C:\DISCO_DURO\proyectos\Factuzam\src\Forms\inMtoFacturas.dfm | 479 | ESRETENCIONES_CLIENTE -> ESRETENCIONES_CLI | cxGrdDBTabPrinESRETENCIONES_CLIENTE_FACTURA | prefijo+sufijo | object cxGrdDBTabPrinESRETENCIONES_CLIENTE_FACTURA: TcxGridDBColumn
C:\DISCO_DURO\proyectos\Factuzam\src\Forms\inMtoFacturas.dfm | 481 | ESRETENCIONES_CLIENTE -> ESRETENCIONES_CLI | ESRETENCIONES_CLIENTE_FACTURA | sufijo | DataBinding.FieldName = 'ESRETENCIONES_CLIENTE_FACTURA'
C:\DISCO_DURO\proyectos\Factuzam\src\Forms\inMtoFacturas.dfm | 487 | ESINTRACOMUNITARIO_CLIENTE_FACTURA -> ESINTRACOMUNITARIO_CLIENTE_FAC | cxGrdDBTabPrinESINTRACOMUNITARIO_CLIENTE_FACTURA | prefijo | object cxGrdDBTabPrinESINTRACOMUNITARIO_CLIENTE_FACTURA: TcxGridDBColumn
C:\DISCO_DURO\proyectos\Factuzam\src\Forms\inMtoFacturas.dfm | 487 | ESINTRACOMUNITARIO_CLIENTE -> ESINTRACOMUNITARIO_CLI | cxGrdDBTabPrinESINTRACOMUNITARIO_CLIENTE_FACTURA | prefijo+sufijo | object cxGrdDBTabPrinESINTRACOMUNITARIO_CLIENTE_FACTURA: TcxGridDBColumn
C:\DISCO_DURO\proyectos\Factuzam\src\Forms\inMtoFacturas.dfm | 489 | ESINTRACOMUNITARIO_CLIENTE -> ESINTRACOMUNITARIO_CLI | ESINTRACOMUNITARIO_CLIENTE_FACTURA | sufijo | DataBinding.FieldName = 'ESINTRACOMUNITARIO_CLIENTE_FACTURA'
C:\DISCO_DURO\proyectos\Factuzam\src\Forms\inMtoFacturas.dfm | 495 | TARIFA_ARTICULO_CLIENTE_FACTURA -> TARIFA_ARTICULO_CLIENTE_FAC | cxGrdDBTabPrinTARIFA_ARTICULO_CLIENTE_FACTURA | prefijo | object cxGrdDBTabPrinTARIFA_ARTICULO_CLIENTE_FACTURA: TcxGridDBColumn
C:\DISCO_DURO\proyectos\Factuzam\src\Forms\inMtoFacturas.dfm | 495 | TARIFA_ARTICULO_CLIENTE -> TARIFA_ARTICULO_CLI | cxGrdDBTabPrinTARIFA_ARTICULO_CLIENTE_FACTURA | prefijo+sufijo | object cxGrdDBTabPrinTARIFA_ARTICULO_CLIENTE_FACTURA: TcxGridDBColumn
C:\DISCO_DURO\proyectos\Factuzam\src\Forms\inMtoFacturas.dfm | 497 | TARIFA_ARTICULO_CLIENTE -> TARIFA_ARTICULO_CLI | TARIFA_ARTICULO_CLIENTE_FACTURA | sufijo | DataBinding.FieldName = 'TARIFA_ARTICULO_CLIENTE_FACTURA'
C:\DISCO_DURO\proyectos\Factuzam\src\Forms\inMtoFacturas.dfm | 500 | PALABRA_REPORTS_ZONA_IVA_FACTURA -> PALABRA_REPORTS_ZONA_IVA_FAC | cxGrdDBTabPrinPALABRA_REPORTS_ZONA_IVA_FACTURA | prefijo | object cxGrdDBTabPrinPALABRA_REPORTS_ZONA_IVA_FACTURA: TcxGridDBColumn
C:\DISCO_DURO\proyectos\Factuzam\src\Forms\inMtoFacturas.dfm | 500 | PALABRA_REPORTS_ZONA_IVA -> PALABRA_REPORTS_IVA_IVAGRP | cxGrdDBTabPrinPALABRA_REPORTS_ZONA_IVA_FACTURA | prefijo+sufijo | object cxGrdDBTabPrinPALABRA_REPORTS_ZONA_IVA_FACTURA: TcxGridDBColumn
C:\DISCO_DURO\proyectos\Factuzam\src\Forms\inMtoFacturas.dfm | 502 | PALABRA_REPORTS_ZONA_IVA -> PALABRA_REPORTS_IVA_IVAGRP | PALABRA_REPORTS_ZONA_IVA_FACTURA | sufijo | DataBinding.FieldName = 'PALABRA_REPORTS_ZONA_IVA_FACTURA'
C:\DISCO_DURO\proyectos\Factuzam\src\Forms\inMtoFacturas.dfm | 506 | CODIGO_IVA_FACTURA -> CODIGO_IVA_FAC | cxGrdDBTabPrinCODIGO_IVA_FACTURA | prefijo | object cxGrdDBTabPrinCODIGO_IVA_FACTURA: TcxGridDBColumn
C:\DISCO_DURO\proyectos\Factuzam\src\Forms\inMtoFacturas.dfm | 521 | TOTAL_BASES_FACTURA -> TOTAL_BASES_FAC | cxGrdDBTabPrinTOTAL_BASES_FACTURA | prefijo | object cxGrdDBTabPrinTOTAL_BASES_FACTURA: TcxGridDBColumn
C:\DISCO_DURO\proyectos\Factuzam\src\Forms\inMtoFacturas.dfm | 527 | TOTAL_IMPUESTOS_FACTURA -> TOTAL_IMPUESTOS_FAC | cxGrdDBTabPrinTOTAL_IMPUESTOS_FACTURA | prefijo | object cxGrdDBTabPrinTOTAL_IMPUESTOS_FACTURA: TcxGridDBColumn
C:\DISCO_DURO\proyectos\Factuzam\src\Forms\inMtoFacturas.dfm | 533 | CONTADOR_LINEAS_FACTURA -> CONTADOR_LINEAS_FAC | cxGrdDBTabPrinCONTADOR_LINEAS_FACTURA | prefijo | object cxGrdDBTabPrinCONTADOR_LINEAS_FACTURA: TcxGridDBColumn
C:\DISCO_DURO\proyectos\Factuzam\src\Forms\inMtoFacturas.dfm | 539 | ESRETENCIONES_EMPRESA_FACTURA -> ESRETENCIONES_EMPRESA_FAC | cxgrdbclmnGrdDBTabPrinESRETENCIONES_EMPRESA_FACTURA | prefijo | object cxgrdbclmnGrdDBTabPrinESRETENCIONES_EMPRESA_FACTURA: TcxGridDBColumn
C:\DISCO_DURO\proyectos\Factuzam\src\Forms\inMtoFacturas.dfm | 539 | ESRETENCIONES_EMPRESA -> ESRETENCIONES_EMP | cxgrdbclmnGrdDBTabPrinESRETENCIONES_EMPRESA_FACTURA | prefijo+sufijo | object cxgrdbclmnGrdDBTabPrinESRETENCIONES_EMPRESA_FACTURA: TcxGridDBColumn
C:\DISCO_DURO\proyectos\Factuzam\src\Forms\inMtoFacturas.dfm | 541 | ESRETENCIONES_EMPRESA -> ESRETENCIONES_EMP | ESRETENCIONES_EMPRESA_FACTURA | sufijo | DataBinding.FieldName = 'ESRETENCIONES_EMPRESA_FACTURA'
C:\DISCO_DURO\proyectos\Factuzam\src\Forms\inMtoFacturas.dfm | 548 | GRUPO_ZONA_IVA_EMPRESA_FACTURA -> GRUPO_ZONA_IVA_EMPRESA_FAC | cxgrdbclmnGrdDBTabPrinGRUPO_ZONA_IVA_EMPRESA_FACTURA | prefijo | object cxgrdbclmnGrdDBTabPrinGRUPO_ZONA_IVA_EMPRESA_FACTURA: TcxGridDBColumn
C:\DISCO_DURO\proyectos\Factuzam\src\Forms\inMtoFacturas.dfm | 548 | GRUPO_ZONA_IVA_EMPRESA -> GRUPO_ZONA_IVA_EMP | cxgrdbclmnGrdDBTabPrinGRUPO_ZONA_IVA_EMPRESA_FACTURA | prefijo+sufijo | object cxgrdbclmnGrdDBTabPrinGRUPO_ZONA_IVA_EMPRESA_FACTURA: TcxGridDBColumn
C:\DISCO_DURO\proyectos\Factuzam\src\Forms\inMtoFacturas.dfm | 548 | GRUPO_ZONA_IVA -> IVA_IVAGRP | cxgrdbclmnGrdDBTabPrinGRUPO_ZONA_IVA_EMPRESA_FACTURA | prefijo+sufijo | object cxgrdbclmnGrdDBTabPrinGRUPO_ZONA_IVA_EMPRESA_FACTURA: TcxGridDBColumn
C:\DISCO_DURO\proyectos\Factuzam\src\Forms\inMtoFacturas.dfm | 550 | GRUPO_ZONA_IVA_EMPRESA -> GRUPO_ZONA_IVA_EMP | GRUPO_ZONA_IVA_EMPRESA_FACTURA | sufijo | DataBinding.FieldName = 'GRUPO_ZONA_IVA_EMPRESA_FACTURA'
C:\DISCO_DURO\proyectos\Factuzam\src\Forms\inMtoFacturas.dfm | 550 | GRUPO_ZONA_IVA -> IVA_IVAGRP | GRUPO_ZONA_IVA_EMPRESA_FACTURA | sufijo | DataBinding.FieldName = 'GRUPO_ZONA_IVA_EMPRESA_FACTURA'
C:\DISCO_DURO\proyectos\Factuzam\src\Forms\inMtoFacturas.dfm | 554 | ESREGIMENESPECIALAGRICOLA_EMPRESA_FACTURA -> ESREGIMENESPECIALAGRICOLA_EMPRESA_FAC | cxgrdbclmnGrdDBTabPrinESREGIMENESPECIALAGRICOLA_EMPRESA_FACTURA | prefijo | object cxgrdbclmnGrdDBTabPrinESREGIMENESPECIALAGRICOLA_EMPRESA_FACTURA: TcxGridDBColumn
C:\DISCO_DURO\proyectos\Factuzam\src\Forms\inMtoFacturas.dfm | 554 | ESREGIMENESPECIALAGRICOLA_EMPRESA -> ESREGIMENESPECIALAGRICOLA_EMP | cxgrdbclmnGrdDBTabPrinESREGIMENESPECIALAGRICOLA_EMPRESA_FACTURA | prefijo+sufijo | object cxgrdbclmnGrdDBTabPrinESREGIMENESPECIALAGRICOLA_EMPRESA_FACTURA: TcxGridDBColumn
C:\DISCO_DURO\proyectos\Factuzam\src\Forms\inMtoFacturas.dfm | 556 | ESREGIMENESPECIALAGRICOLA_EMPRESA -> ESREGIMENESPECIALAGRICOLA_EMP | ESREGIMENESPECIALAGRICOLA_EMPRESA_FACTURA | sufijo | DataBinding.FieldName = 'ESREGIMENESPECIALAGRICOLA_EMPRESA_FACTURA'
C:\DISCO_DURO\proyectos\Factuzam\src\Forms\inMtoFacturas.dfm | 562 | ESIVA_RECARGO_CLIENTE_FACTURA -> ESIVA_RECARGO_CLIENTE_FAC | cxgrdbclmnGrdDBTabPrinESIVA_RECARGO_CLIENTE_FACTURA | prefijo | object cxgrdbclmnGrdDBTabPrinESIVA_RECARGO_CLIENTE_FACTURA: TcxGridDBColumn
C:\DISCO_DURO\proyectos\Factuzam\src\Forms\inMtoFacturas.dfm | 562 | ESIVA_RECARGO_CLIENTE -> ESIVA_RECARGO_CLI | cxgrdbclmnGrdDBTabPrinESIVA_RECARGO_CLIENTE_FACTURA | prefijo+sufijo | object cxgrdbclmnGrdDBTabPrinESIVA_RECARGO_CLIENTE_FACTURA: TcxGridDBColumn
C:\DISCO_DURO\proyectos\Factuzam\src\Forms\inMtoFacturas.dfm | 564 | ESIVA_RECARGO_CLIENTE -> ESIVA_RECARGO_CLI | ESIVA_RECARGO_CLIENTE_FACTURA | sufijo | DataBinding.FieldName = 'ESIVA_RECARGO_CLIENTE_FACTURA'
C:\DISCO_DURO\proyectos\Factuzam\src\Forms\inMtoFacturas.dfm | 570 | ESIMP_INCL_TARIFA_CLIENTE_FACTURA -> ESIMP_INCL_TARIFA_CLIENTE_FAC | cxgrdbclmnGrdDBTabPrinESIMP_INCL_TARIFA_CLIENTE_FACTURA | prefijo | object cxgrdbclmnGrdDBTabPrinESIMP_INCL_TARIFA_CLIENTE_FACTURA: TcxGridDBColumn
C:\DISCO_DURO\proyectos\Factuzam\src\Forms\inMtoFacturas.dfm | 570 | ESIMP_INCL_TARIFA -> ESIMP_INCL_TAR | cxgrdbclmnGrdDBTabPrinESIMP_INCL_TARIFA_CLIENTE_FACTURA | prefijo+sufijo | object cxgrdbclmnGrdDBTabPrinESIMP_INCL_TARIFA_CLIENTE_FACTURA: TcxGridDBColumn
C:\DISCO_DURO\proyectos\Factuzam\src\Forms\inMtoFacturas.dfm | 572 | ESIMP_INCL_TARIFA -> ESIMP_INCL_TAR | ESIMP_INCL_TARIFA_CLIENTE_FACTURA | sufijo | DataBinding.FieldName = 'ESIMP_INCL_TARIFA_CLIENTE_FACTURA'
C:\DISCO_DURO\proyectos\Factuzam\src\Forms\inMtoFacturas.dfm | 576 | ESIRPF_IMP_INCL_ZONA_IVA_FACTURA -> ESIRPF_IMP_INCL_ZONA_IVA_FAC | cxgrdbclmnGrdDBTabPrinESIRPF_IMP_INCL_ZONA_IVA_FACTURA | prefijo | object cxgrdbclmnGrdDBTabPrinESIRPF_IMP_INCL_ZONA_IVA_FACTURA: TcxGridDBColumn
C:\DISCO_DURO\proyectos\Factuzam\src\Forms\inMtoFacturas.dfm | 576 | ESIRPF_IMP_INCL_ZONA_IVA -> ESIRPF_IMP_INCL_IVA_IVAGRP | cxgrdbclmnGrdDBTabPrinESIRPF_IMP_INCL_ZONA_IVA_FACTURA | prefijo+sufijo | object cxgrdbclmnGrdDBTabPrinESIRPF_IMP_INCL_ZONA_IVA_FACTURA: TcxGridDBColumn
C:\DISCO_DURO\proyectos\Factuzam\src\Forms\inMtoFacturas.dfm | 578 | ESIRPF_IMP_INCL_ZONA_IVA -> ESIRPF_IMP_INCL_IVA_IVAGRP | ESIRPF_IMP_INCL_ZONA_IVA_FACTURA | sufijo | DataBinding.FieldName = 'ESIRPF_IMP_INCL_ZONA_IVA_FACTURA'
C:\DISCO_DURO\proyectos\Factuzam\src\Forms\inMtoFacturas.dfm | 584 | ESAPLICA_RE_ZONA_IVA_FACTURA -> ESAPLICA_RE_ZONA_IVA_FAC | cxgrdbclmnGrdDBTabPrinESAPLICA_RE_ZONA_IVA_FACTURA | prefijo | object cxgrdbclmnGrdDBTabPrinESAPLICA_RE_ZONA_IVA_FACTURA: TcxGridDBColumn
C:\DISCO_DURO\proyectos\Factuzam\src\Forms\inMtoFacturas.dfm | 584 | ESAPLICA_RE_ZONA_IVA -> ESAPLICA_RE_IVA_IVAGRP | cxgrdbclmnGrdDBTabPrinESAPLICA_RE_ZONA_IVA_FACTURA | prefijo+sufijo | object cxgrdbclmnGrdDBTabPrinESAPLICA_RE_ZONA_IVA_FACTURA: TcxGridDBColumn
C:\DISCO_DURO\proyectos\Factuzam\src\Forms\inMtoFacturas.dfm | 586 | ESAPLICA_RE_ZONA_IVA -> ESAPLICA_RE_IVA_IVAGRP | ESAPLICA_RE_ZONA_IVA_FACTURA | sufijo | DataBinding.FieldName = 'ESAPLICA_RE_ZONA_IVA_FACTURA'
C:\DISCO_DURO\proyectos\Factuzam\src\Forms\inMtoFacturas.dfm | 593 | ESVENTA_ACTIVO_FIJO_FACTURA -> ESVENTA_ACTIVO_FIJO_FAC | cxgrdbclmnGrdDBTabPrinESVENTA_ACTIVO_FIJO_FACTURA | prefijo | object cxgrdbclmnGrdDBTabPrinESVENTA_ACTIVO_FIJO_FACTURA: TcxGridDBColumn
C:\DISCO_DURO\proyectos\Factuzam\src\Forms\inMtoFacturas.dfm | 601 | ESCREARARTICULOS_FACTURA -> ESCREARARTICULOS_FAC | cxgrdbclmnGrdDBTabPrinESCREARARTICULOS_FACTURA | prefijo | object cxgrdbclmnGrdDBTabPrinESCREARARTICULOS_FACTURA: TcxGridDBColumn
C:\DISCO_DURO\proyectos\Factuzam\src\Forms\inMtoFacturas.dfm | 610 | ESDESCRIPCIONES_AMP_FACTURA -> ESDESCRIPCIONES_AMP_FAC | cxgrdbclmnGrdDBTabPrinESDESCRIPCIONES_AMP_FACTURA | prefijo | object cxgrdbclmnGrdDBTabPrinESDESCRIPCIONES_AMP_FACTURA: TcxGridDBColumn
C:\DISCO_DURO\proyectos\Factuzam\src\Forms\inMtoFacturas.dfm | 619 | ESFECHADEENTREGA_FACTURA -> ESFECHADEENTREGA_FAC | cxgrdbclmnGrdDBTabPrinESFECHADEENTREGA_FACTURA | prefijo | object cxgrdbclmnGrdDBTabPrinESFECHADEENTREGA_FACTURA: TcxGridDBColumn
C:\DISCO_DURO\proyectos\Factuzam\src\Forms\inMtoFacturas.dfm | 628 | ESREGIMENESPECIALAGRICOLA_CLIENTE_FACTURA -> ESREGIMENESPECIALAGRICOLA_CLIENTE_FAC | cxgrdbclmnGrdDBTabPrinESREGIMENESPECIALAGRICOLA_CLIENTE_FACTURA | prefijo | object cxgrdbclmnGrdDBTabPrinESREGIMENESPECIALAGRICOLA_CLIENTE_FACTURA: TcxGridDBColumn
C:\DISCO_DURO\proyectos\Factuzam\src\Forms\inMtoFacturas.dfm | 628 | ESREGIMENESPECIALAGRICOLA_CLIENTE -> ESREGIMENESPECIALAGRICOLA_CLI | cxgrdbclmnGrdDBTabPrinESREGIMENESPECIALAGRICOLA_CLIENTE_FACTURA | prefijo+sufijo | object cxgrdbclmnGrdDBTabPrinESREGIMENESPECIALAGRICOLA_CLIENTE_FACTURA: TcxGridDBColumn
C:\DISCO_DURO\proyectos\Factuzam\src\Forms\inMtoFacturas.dfm | 630 | ESREGIMENESPECIALAGRICOLA_CLIENTE -> ESREGIMENESPECIALAGRICOLA_CLI | ESREGIMENESPECIALAGRICOLA_CLIENTE_FACTURA | sufijo | DataBinding.FieldName = 'ESREGIMENESPECIALAGRICOLA_CLIENTE_FACTURA'
C:\DISCO_DURO\proyectos\Factuzam\src\Forms\inMtoFacturas.dfm | 637 | ESIVAAGRICOLA_ZONA_IVA_FACTURA -> ESIVAAGRICOLA_ZONA_IVA_FAC | cxgrdbclmnGrdDBTabPrinESIVAAGRICOLA_ZONA_IVA_FACTURA | prefijo | object cxgrdbclmnGrdDBTabPrinESIVAAGRICOLA_ZONA_IVA_FACTURA: TcxGridDBColumn
C:\DISCO_DURO\proyectos\Factuzam\src\Forms\inMtoFacturas.dfm | 637 | ESIVAAGRICOLA_ZONA_IVA -> ESIVAAGRICOLA_IVA_IVAGRP | cxgrdbclmnGrdDBTabPrinESIVAAGRICOLA_ZONA_IVA_FACTURA | prefijo+sufijo | object cxgrdbclmnGrdDBTabPrinESIVAAGRICOLA_ZONA_IVA_FACTURA: TcxGridDBColumn
C:\DISCO_DURO\proyectos\Factuzam\src\Forms\inMtoFacturas.dfm | 639 | ESIVAAGRICOLA_ZONA_IVA -> ESIVAAGRICOLA_IVA_IVAGRP | ESIVAAGRICOLA_ZONA_IVA_FACTURA | sufijo | DataBinding.FieldName = 'ESIVAAGRICOLA_ZONA_IVA_FACTURA'
C:\DISCO_DURO\proyectos\Factuzam\src\Forms\inMtoFacturas.dfm | 646 | ESCONSOLIDADA_FACTURA -> ESCONSOLIDADA_FAC | dbcGrdDBTabPrinESCONSOLIDADA_FACTURA | prefijo | object dbcGrdDBTabPrinESCONSOLIDADA_FACTURA: TcxGridDBColumn
C:\DISCO_DURO\proyectos\Factuzam\src\Forms\inMtoFacturas.dfm | 654 | INSTANTECONSO_FACTURA -> INSTANTECONSO_FAC | dbcGrdDBTabPrinINSTANTECONSO_FACTURA | prefijo | object dbcGrdDBTabPrinINSTANTECONSO_FACTURA: TcxGridDBColumn
C:\DISCO_DURO\proyectos\Factuzam\src\Forms\inMtoFacturas.dfm | 728 | TOTAL_FACTURA_LINEA -> TOTAL_FACLIN | ctbTOTAL_FACTURA_LINEA | prefijo | Column = ctbTOTAL_FACTURA_LINEA
C:\DISCO_DURO\proyectos\Factuzam\src\Forms\inMtoFacturas.dfm | 733 | CANTIDAD_FACTURA_LINEA -> CANTIDAD_FACLIN | ctbCANTIDAD_FACTURA_LINEA | prefijo | Column = ctbCANTIDAD_FACTURA_LINEA
C:\DISCO_DURO\proyectos\Factuzam\src\Forms\inMtoFacturas.dfm | 733 | CANTIDAD -> CANTIDAD_ARTVIN | ctbCANTIDAD_FACTURA_LINEA | prefijo+sufijo | Column = ctbCANTIDAD_FACTURA_LINEA
C:\DISCO_DURO\proyectos\Factuzam\src\Forms\inMtoFacturas.dfm | 738 | TOTAL_FACTURASIVA_LINEA -> TOTAL_FAC_SIVA_FACLIN | ctbTOTAL_FACTURASIVA_LINEA | prefijo | Column = ctbTOTAL_FACTURASIVA_LINEA
C:\DISCO_DURO\proyectos\Factuzam\src\Forms\inMtoFacturas.dfm | 753 | LINEA_FACTURA_LINEA -> LINEA_FACLIN | ctbLINEA_FACTURA_LINEA | prefijo | object ctbLINEA_FACTURA_LINEA: TcxGridDBColumn
